	text_id	word_id	skipped	time	outlier	ref_token	centered_time	word_len
823180	1	17	0.0	258.0	False	genellikle	52.0679012345679	10
823181	1	18	0.0	362.0	False	iki	156.0679012345679	3
823182	1	19	0.0	351.0	False	yüzü	145.0679012345679	4
823183	1	20	0.0	280.0	False	var	74.0679012345679	3
823184	1	21	0.0	134.0	False	olarak	-71.9320987654321	6
823185	1	22	0.0	79.0	False	resmedilir,	-126.9320987654321	11
823186	1	23	0.0	247.0	False	çünkü	41.0679012345679	5
823187	1	24	1.0	0.0	False	o	-205.9320987654321	1
823188	1	25	0.0	291.0	False	geçmişe	85.0679012345679	7
823189	1	26	1.0	0.0	False	ve	-205.9320987654321	2
823190	1	27	0.0	235.0	False	geleceğe	29.0679012345679	8
823191	1	28	1.0	0.0	False	bakar.	-205.9320987654321	6
823192	1	29	0.0	268.0	False	Janus,	62.0679012345679	6
823193	1	30	0.0	568.0	False	anlaşmazlıkların	362.0679012345679	16
823194	1	31	0.0	320.0	False	başlamasını	114.0679012345679	11
823195	1	32	0.0	246.0	False	ve	40.0679012345679	2
823196	1	33	0.0	149.0	False	bitmesini	-56.9320987654321	9
823197	1	34	0.0	210.0	False	kontrol	4.067901234567898	7
823198	1	4	0.0	220.0	False	mitlerinde,	14.067901234567898	11
823199	1	5	0.0	156.0	False	Janus	-49.9320987654321	5
823200	1	6	0.0	588.0	False	başlangıçların	382.0679012345679	14
823201	1	7	1.0	0.0	False	ve	-205.9320987654321	2
823202	1	8	0.0	248.0	False	kapıların	42.0679012345679	9
823203	1	9	0.0	453.0	False	tanrısıdır.	247.0679012345679	11
823204	1	10	0.0	198.0	False	Onun	-7.932098765432102	4
823205	1	11	0.0	194.0	False	çift	-11.932098765432102	4
823206	1	12	0.0	254.0	False	taraflı	48.0679012345679	7
823207	1	13	0.0	254.0	False	bir	48.0679012345679	3
823208	1	14	0.0	141.0	False	doğası	-64.9320987654321	6
823209	1	15	0.0	129.0	False	vardır	-76.9320987654321	6
823210	1	16	1.0	0.0	False	ve	-205.9320987654321	2
823211	1	35	1.0	0.0	False	ederdi	-205.9320987654321	6
823212	1	36	0.0	262.0	False	ve	56.0679012345679	2
823213	1	37	0.0	256.0	False	dolayısıyla	50.0679012345679	11
823214	1	38	0.0	273.0	False	savaş	67.0679012345679	5
823215	1	39	1.0	0.0	False	ve	-205.9320987654321	2
823216	1	40	0.0	285.0	False	barışı.	79.0679012345679	7
823217	1	41	1.0	0.0	False	Onun	-205.9320987654321	4
823218	1	42	0.0	663.0	False	tapınağının	457.0679012345679	11
823219	1	43	0.0	371.0	False	kapıları	165.0679012345679	8
823220	1	44	0.0	254.0	False	savaş	48.0679012345679	5
823221	1	45	0.0	71.0	False	zamanında	-134.9320987654321	9
823222	1	46	0.0	285.0	False	açık	79.0679012345679	4
823223	1	47	1.0	0.0	False	ve	-205.9320987654321	2
823224	1	48	1.0	0.0	False	barış	-205.9320987654321	5
823225	1	49	0.0	173.0	False	sırasında	-32.9320987654321	9
823226	1	50	0.0	346.0	False	kapalıydı.	140.0679012345679	10
823227	1	51	0.0	363.0	False	Kapıların	157.0679012345679	9
823228	1	52	0.0	245.0	False	tanrısı	39.0679012345679	7
823229	1	53	0.0	225.0	False	olarak,	19.0679012345679	7
823230	1	54	1.0	0.0	False	o	-205.9320987654321	1
823231	1	55	0.0	248.0	False	aynı	42.0679012345679	4
823232	1	56	0.0	303.0	False	zamanda	97.0679012345679	7
823233	1	57	0.0	205.0	False	evlerin	-0.9320987654321016	7
823234	1	58	0.0	368.0	False	kapılarının	162.0679012345679	11
823235	1	59	0.0	279.0	False	giriş	73.0679012345679	5
823236	1	60	1.0	0.0	False	ve	-205.9320987654321	2
823237	1	61	0.0	291.0	False	çıkışlarıyla	85.0679012345679	12
823238	1	62	1.0	0.0	False	da	-205.9320987654321	2
823239	1	63	0.0	363.0	False	ilişkilendirildi.	157.0679012345679	17
823240	1	64	0.0	380.0	False	Janus,	174.0679012345679	6
823241	1	65	0.0	251.0	False	sıklıkla	45.0679012345679	8
823242	1	66	0.0	180.0	False	değişimi	-25.9320987654321	8
823243	1	67	0.0	264.0	False	ve	58.0679012345679	2
823244	1	68	0.0	431.0	False	dönüşümü	225.0679012345679	8
823245	1	69	0.0	245.0	False	sembolize	39.0679012345679	9
823246	1	70	0.0	338.0	False	etti,	132.0679012345679	5
823247	1	71	0.0	326.0	False	örneğin	120.0679012345679	7
823248	1	72	1.0	0.0	False	bir	-205.9320987654321	3
