text_id	word_id	word	surprisal	surprisal_buggy
0	0	In	16.54525113105774	15.699893
0	1	der	6.007823275402188	7.3991017
0	2	alten	6.001963595859706	6.000825
0	3	römischen	8.94602753315121	8.948747
0	4	Religion	7.904736712574959	7.757184
0	5	und	3.4994580475613475	3.6465275
0	6	Mythologie	3.9304624907672405	3.6595147
0	7	ist	3.339753138832748	3.6104872
0	8	Janus	9.755484499037266	9.689681
0	9	der	1.2931363200768828	1.3533684
0	10	Gott	2.1785051822662354	2.15326
0	11	des	0.7763596978038549	0.80934703
0	12	Anfangs	6.838269948959351	6.348933
0	13	und	0.37311099795624614	0.8605398
0	14	der	1.0601622820831835	1.0625058
0	15	Tore.	10.270965993404388	10.160408
0	16	Er	1.5721514257602394	1.6815333
0	17	hat	3.9281129129230976	3.9250777
0	18	eine	2.8148954398930073	2.816287
0	19	doppelte	4.2911171074956656	4.284896
0	20	Natur	7.511352181434631	5.9773107
0	21	und	0.49604036821983755	2.0388114
0	22	wird	3.676497998647392	3.6727386
0	23	gewöhnlich	5.863665672950447	5.8660345
0	24	mit	1.039700994733721	1.0391598
0	25	zwei	3.0475597213953733	3.0413785
0	26	Gesichtern	4.138057748932624	4.1088476
0	27	dargestellt,	2.494780108332634	2.5323267
0	28	da	4.122250309213996	4.1222486
0	29	er	0.4477865663357079	0.4453584
0	30	in	2.838817288633436	2.8395438
0	31	die	4.23705758433789	4.237977
0	32	Zukunft	5.638728657737374	5.619762
0	33	und	2.837209390476346	2.8553033
0	34	in	1.2269780833739787	1.2309577
0	35	die	0.20041468960698694	0.20045443
0	36	Vergangenheit	0.3139624446630478	0.29490027
0	37	blickt.	3.9458612985908985	3.795026
0	38	Janus	2.3604314997792244	2.5011284
0	39	überwachte	13.153158519417048	13.169306
0	40	den	2.370742002502084	2.3808417
0	41	Beginn	2.789682887494564	2.7617712
0	42	und	0.8910618079826236	0.9198703
0	43	das	3.205971467832569	3.2088914
0	44	Ende	0.055766984820365906	0.01789742
0	45	von	2.860196451190859	2.892034
0	46	Konflikten	9.150215322035365	8.640839
0	47	und	0.4698821490164846	0.9824861
0	48	damit	6.803196461871266	6.799155
0	49	auch	2.308641239069402	2.3083367
0	50	Krieg	6.743604004383087	5.9976573
0	51	und	0.2253837069729343	0.9774927
0	52	Frieden.	0.8875752687454224	0.7251817
0	53	Die	3.187294361181557	3.3465085
0	54	Türen	9.099175684154034	8.996785
0	55	seines	4.8386649545282125	4.939971
0	56	Tempels	2.5314789980184287	2.4841533
0	57	waren	1.5142701445147395	1.5593413
0	58	in	3.4908367982134223	3.4893754
0	59	Kriegszeiten	8.54285629093647	8.52947
0	60	geöffnet	3.225836197962053	2.1876893
0	61	und	0.1637798654846847	1.2216971
0	62	geschlossen	6.410670518875122	4.7695312
0	63	in	6.285844056867063	7.919899
0	64	Zeiten	4.054107241332531	3.992532
0	65	des	1.3830730707850307	1.452983
0	66	Friedens.	1.503004401922226	1.301552
